Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
45816,23936,1,-1,2,-1,1920.89,22.8,0,34117,37044,1
45817,12056,1,-1,10,-1,226.31,13.4,0,223,6560,0
45818,16099,1,685,1,45851,1234.14,11.2,0,11694,35543,0
45819,6011,0,750,3,71629,1104.27,19.5,0,4943,9415,1
45820,29447,1,-1,10,-1,905.49,8.6,1,458,15806,0
45821,9792,0,699,1,30600,752.25,10.8,0,9352,11632,0
45822,4889,0,-1,6,-1,428.31,24.3,1,13057,28140,1
45823,11725,1,745,1,54718,510.7,12.3,0,49256,134212,0
45824,9853,0,742,3,61089,529.43,9.8,0,6627,10243,1
45825,6581,0,706,8,51650,593.97,16.1,0,29577,46874,1
45826,12582,1,690,10,40668,833.69,15.6,0,16729,24315,0
45827,16594,0,748,10,174722,1470.57,24.5,0,23260,60574,1
45828,5090,0,714,2,24430,94.66,8,0,5154,8040,1
45829,2633,1,668,8,45121,877.98,9.4,0,279,304,1
45830,16876,1,-1,1,-1,1280.74,32,0,7881,17475,0
45831,10904,0,751,2,113008,1393.77,19,0,10560,62488,1
45832,9786,0,710,5,49425,1132.65,23.4,0,11611,36171,1
45833,34244,1,717,9,107624,416.14,19.6,0,35726,61491,1
45834,100000000,1,714,-1,68523,1490.38,12.7,0,4848,23537,1
45835,18109,0,-1,10,-1,890.01,21.6,0,32238,44344,1
45836,100000000,0,705,4,55054,1078.14,18.5,0,20720,21035,1
45837,19184,0,707,2,47961,635.49,10.3,0,16460,22797,1
45838,9775,0,744,10,53763,1245.5,23.4,0,6922,16324,1
45839,25300,0,745,5,172040,2551.93,16.5,0,22825,39353,1
45840,18090,0,-1,10,-1,1430.87,15.2,0,32727,42011,0
45841,4936,0,702,2,24680,190.66,5.9,0,5465,10571,1
45842,15236,0,702,1,132041,760.33,16.8,0,16718,23252,1
45843,15036,0,749,9,59142,734.34,18.5,0,10624,45598,1
45844,11866,0,737,7,59328,954.19,17.5,0,7642,20938,1
45845,27597,0,751,10,79500,580.35,20.2,0,4737,28535,1
45846,100000000,0,711,7,78983,1494.09,14,0,6329,6887,1
45847,23930,0,-1,6,-1,1654.19,22.3,0,24231,33700,1
45848,5383,0,734,5,35888,99.59,12.9,0,1942,11096,1
45849,12366,0,-1,3,-1,803.86,18.4,0,15414,25436,1
45850,29931,1,-1,4,-1,2124.86,24.1,0,84056,217762,1
45851,9532,0,742,8,120408,913.09,15.9,0,12225,14053,0
45852,19926,1,724,10,69741,1301.84,19.1,0,15505,99394,1
45853,19327,0,711,10,72701,1399.5,25,0,37179,40677,1
45854,6345,0,705,4,56614,1457.81,20.9,0,3028,4883,0
45855,12148,0,-1,2,-1,1849.98,22.5,0,18615,59474,1
45856,6352,0,714,10,59609,481.84,17,0,3836,4201,1
45857,25000,0,696,10,82574,1589.55,23.6,1,8088,19303,0
45858,100000000,0,751,1,66701,856,13.5,0,7751,14515,1
45859,29829,1,659,1,174003,1551.53,26,0,27504,72380,1
45860,16611,1,717,1,70620,1118.15,22.6,0,21780,26691,1
45861,12062,0,-1,8,-1,806.14,17.7,0,15274,23319,0
45862,29973,1,-1,3,-1,2038.16,17.2,0,24045,26482,1
45863,22819,1,738,10,82177,2184.54,20.7,0,921,19179,0
45864,1787,0,693,2,42181,685.45,18.5,0,0,0,1
45865,34825,0,747,1,84575,1332.06,20.2,0,49677,103711,0
45866,18774,1,688,1,41887,558.49,19.1,0,16181,18451,1
45867,13776,0,-1,10,-1,1325.94,15.3,0,59308,885189,1
45868,16803,1,666,1,66223,1258.23,10.9,0,9266,11759,1
45869,8082,0,718,5,45464,454.64,11.5,0,6861,8685,1
45870,17562,1,727,3,40653,416.69,20.2,1,6519,9261,0
45871,30291,0,722,10,74329,457.12,18.4,0,8393,22932,1
45872,5682,0,-1,4,-1,1286.13,11.8,0,6931,16948,1
45873,21481,0,735,9,63438,1136.59,17.2,0,30239,37611,1
45874,3652,0,-1,9,-1,1014.4,12.9,0,4174,5277,1
45875,100000000,1,657,5,62536,703.53,16,0,4101,6927,1
45876,16461,0,731,2,120264,1643.61,15.7,0,16928,52736,0
45877,16350,1,-1,1,-1,252.34,13.6,0,27862,43197,0
45878,7102,0,-1,7,-1,561.47,18,1,16093,25789,1
45879,16054,0,713,3,73193,927.11,34.5,1,7227,9661,1
45880,13335,0,704,10,44532,667.98,27.5,0,16502,20576,0
45881,17879,0,-1,10,-1,518.01,15.5,0,16178,21744,0
45882,4431,0,718,5,97930,334.6,11.9,1,1631,28113,1
45883,31910,1,679,10,98731,2912.57,34.4,0,9951,18670,1
45884,6644,0,740,3,71547,1496.53,9.5,2,18713,29422,0
45885,15036,0,653,2,58139,402.13,11.7,0,13735,14833,1
45886,17712,1,686,6,123000,2460,14.5,0,25772,38466,1
45887,7926,0,738,3,50779,901.32,15.7,0,4131,5651,1
45888,16612,1,-1,10,-1,553.26,30.6,0,16956,21880,1
45889,20450,0,-1,3,-1,525.82,17.1,0,26838,57591,1
45890,15904,0,744,10,49700,625.39,18.5,0,13314,19990,1
45891,20922,1,721,5,109593,2401.91,18.5,0,7842,21905,1
45892,15643,0,742,9,152298,1561.05,20.2,0,18412,26191,0
45893,100000000,0,734,10,60030,1255.63,19.9,0,29385,33814,1
45894,16589,0,691,3,48790,512.3,28.6,0,15134,22554,0
45895,4050,0,721,-1,48178,1585.86,17,0,8244,9921,1
45896,15693,0,702,10,117516,1517.92,12.2,1,3627,11371,1
45897,4194,0,684,10,13217,342.55,15.1,1,9512,16372,0
45898,35280,1,-1,1,-1,970.2,32.9,0,77762,109989,1
45899,23557,1,-1,4,-1,774.03,7.8,0,4781,13063,0
45900,8373,0,734,1,73875,1859.19,19.8,1,9691,18709,1
45901,17604,1,-1,10,-1,1109.71,17.9,0,14670,57530,0
45902,19214,1,687,1,48157,1280.18,16.8,0,25783,29500,0
45903,28602,0,725,10,127688,2660.16,22.4,0,52255,73495,1
45904,100000000,0,746,3,144201,882.03,16.3,0,13426,14222,1
45905,23938,1,-1,9,-1,3258.18,22,2,12097,12869,0
45906,25560,1,742,10,104285,1225.35,22.7,0,32548,110708,1
45907,3205,0,717,6,36338,378.53,7.4,0,14250,22093,0
45908,100000000,0,740,10,46396,271.42,19.1,0,3973,8562,1
45909,11929,0,730,1,35788,763.47,16,0,4741,19754,1
45910,6992,0,731,1,104885,798.87,15,1,3770,11892,0
45911,9619,0,-1,-1,-1,243.49,38.4,1,8203,23372,0
45912,15718,0,750,6,58944,331.07,21.5,0,6986,49545,1
45913,16237,1,726,10,89181,869.51,23.9,0,75137,834854,1
45914,10097,0,-1,8,-1,299.94,19,0,13114,38457,1
45915,7348,0,749,9,46046,643.5,16.1,0,8404,17919,1
45916,4843,0,640,-1,12865,276.59,10.6,0,5871,7527,1
45917,20078,1,-1,2,-1,560.51,5.5,0,9217,13455,1
45918,7587,0,721,3,19220,345.97,27,0,9331,21853,0
45919,11644,1,698,2,44130,654.59,12.5,0,18142,21911,0
45920,7299,0,714,2,35854,442.2,9.5,0,6565,11128,1
45921,11965,0,737,5,63814,845.54,13.9,0,8723,9670,1
45922,1016,0,743,-1,38589,883.36,22.5,0,59705,61426,0
45923,7447,0,726,4,31773,437.94,14,0,7820,10130,1
45924,30408,1,729,4,111496,904.05,14.9,0,30759,42251,1
45925,19864,1,722,7,74490,900.09,10.3,0,23849,25130,1
45926,23155,0,-1,3,-1,1336.73,16.8,0,29360,65682,1
45927,7304,0,-1,10,-1,1411.85,18.2,0,8302,59298,1
45928,20166,0,-1,4,-1,956.88,20,0,21904,47618,1
45929,17847,0,738,7,77467,1768.84,24.8,0,16937,17551,0
45930,8066,0,742,10,90747,2971.96,15.1,0,70107,99584,0
45931,8182,0,739,3,72612,534.9,15.4,0,8382,25172,1
45932,2003,0,702,5,53085,1044,12.3,0,21773,33549,0
45933,28476,1,-1,10,-1,1081.57,28.1,0,27021,37581,0
45934,11960,0,744,6,37875,634.4,15.4,0,16002,30422,0
45935,100000000,0,727,6,51516,225.81,12.6,1,2158,4859,1
45936,28479,1,696,4,116967,2105.4,25.5,0,23247,33789,1
45937,3457,0,699,-1,71107,865.14,17.6,0,27132,36225,1
45938,100000000,0,743,-1,51130,418.84,11.2,0,12294,16864,1
45939,8812,0,706,10,25250,389.27,9.5,0,7863,8688,0
45940,100000000,0,745,4,70308,1318.28,19.5,0,18433,73145,1
45941,9534,0,743,3,56607,547.2,15.6,0,8499,26643,0
45942,25300,0,740,4,55660,1038.99,15,0,14703,54457,1
45943,6016,0,-1,2,-1,458.33,17.8,1,4368,19763,1
45944,11861,0,731,10,49420,947.21,24.4,0,10614,25826,1
45945,19742,0,714,10,84057,1064.72,22.2,0,32529,36144,1
45946,25198,0,670,8,137074,2273.15,14.6,0,13717,24894,1
45947,15077,0,720,8,53933,1177.53,13.5,0,11935,24014,1
45948,5839,0,-1,10,-1,524.15,14.5,0,3099,110672,1
45949,2991,0,724,7,34899,244,8.6,0,3755,4688,1
45950,5869,0,749,10,68474,1021.41,28.5,0,33911,75526,1
45951,100000000,1,667,10,100380,1689.73,16.1,0,7950,10642,1
45952,9994,0,-1,6,-1,695.58,8.8,0,8438,9699,1
45953,4448,0,732,10,84014,1064.18,15.6,0,65994,157505,0
45954,18445,1,712,2,40988,659.22,9,0,9854,12601,1
45955,100000000,0,713,-1,45814,591.77,17.5,4,12325,36466,1
45956,6524,0,670,10,63203,995.44,15,0,3047,3978,0
45957,3984,0,739,-1,32199,772.77,34.5,1,7566,11159,0
45958,20440,1,738,6,75668,895.41,24.4,0,8038,18912,0
45959,12049,0,-1,-1,-1,180,21.6,0,8716,9108,0
45960,6326,0,738,4,44478,830.26,10.4,0,8544,12657,1
45961,5017,0,704,10,46152,576.9,22.5,0,18041,18059,1
45962,14864,1,722,4,51527,811.55,16.7,0,14110,24079,1
45963,100000000,0,740,5,34325,526.31,16.5,0,22417,25416,1
45964,3917,0,727,7,58758,351.57,13.4,1,1610,10000,1
45965,11090,0,733,1,59412,707.99,27.1,0,7895,8811,1
45966,9865,0,720,1,468588,2182.84,21.5,0,7113,14605,1
45967,100000000,0,743,7,169269,603.72,13.8,0,6689,9652,1
45968,9675,0,697,10,41047,140.58,16.5,1,5943,8600,1
45969,5121,0,745,1,40968,515.51,22.2,0,6453,21021,1
45970,12089,0,737,10,60444,1289.47,17.4,0,8622,21133,1
45971,13542,1,723,10,50046,450.42,9.6,0,11349,12163,1
45972,3004,0,707,1,96115,104.93,18.7,0,2402,8799,1
45973,100000000,0,698,5,45405,1505.93,21.7,0,16800,24313,1
45974,20243,1,-1,10,-1,1946.35,27.1,0,25744,32504,0
45975,14178,0,-1,1,-1,884.83,27.5,0,14684,32560,0
45976,100000000,0,745,-1,58452,1086.24,14,1,1132,20958,1
45977,17779,1,664,4,64383,729.67,8.1,0,12142,20684,0
45978,17742,0,-1,6,-1,1056.86,36.7,0,7463,40561,0
45979,7027,0,733,1,39040,686.45,10,0,7571,16494,0
45980,12593,1,681,10,75105,888.74,14.9,1,16705,28218,0
45981,11935,0,-1,5,-1,996.72,14.5,0,4732,11214,1
45982,11018,0,-1,8,-1,638.35,18.8,0,10307,20132,1
45983,23796,0,745,1,99150,1272.42,20.3,0,48417,208694,1
45984,100000000,0,712,10,86624,1198.29,17.8,0,17983,23233,1
45985,7186,0,744,4,39924,761.88,13.5,1,7000,16666,1
45986,3994,0,719,6,49920,786.24,14,0,7108,12580,1
45987,100000000,0,728,1,40968,481.37,16,1,8487,16321,1
45988,19522,0,747,1,156176,1068.51,22,3,20413,24894,1
45989,24360,1,743,5,65975,753.21,27.5,0,25203,104146,0
45990,10114,1,663,5,35399,684.38,8.3,0,7264,40355,1
45991,6956,0,711,10,148005,2084.4,14.9,2,5107,7401,1
45992,4909,0,706,2,68726,73.88,9.5,0,723,785,1
45993,6071,0,745,10,61214,1300.8,16.5,0,12333,18325,0
45994,14306,0,751,5,91152,972.29,21,0,5384,19649,1
45995,10243,0,-1,5,-1,695.5,19.1,0,1267,23038,1
45996,30006,1,714,9,80016,1606.99,12.6,0,22661,34596,1
45997,10148,1,607,10,84228,550.3,13.9,1,4634,11671,1
45998,5997,0,739,9,34983,141.97,11.1,0,4111,10790,0
45999,100000000,0,721,3,46828,593.16,18.3,0,6624,9976,1
46000,100000000,0,717,10,155906,1338.19,21.7,0,26779,40760,1
46001,19678,0,703,1,47227,747.76,21.8,0,13429,31673,0
46002,30639,1,628,6,163408,2301.33,10.4,0,10388,14308,1
46003,12038,1,703,9,67214,761.76,17.2,0,2120,11335,1
46004,5338,0,723,7,31930,691.8,14.6,0,5354,9184,0
46005,13285,0,734,5,70855,1741.86,20,0,7757,36936,1
46006,8179,0,-1,2,-1,337.54,14.6,0,1473,11246,1
46007,17216,1,725,10,50785,444.37,17,0,20035,27221,1
46008,14305,0,722,1,76635,475.14,19.4,1,13936,47083,1
46009,7924,0,-1,1,-1,1848.94,20.6,0,5992,32920,1
46010,9986,1,717,7,102856,942.85,16.6,0,688,17642,1
46011,4599,0,-1,2,-1,517.87,10.6,0,3125,6338,0
46012,16666,1,711,2,66359,1006.43,11.9,0,7825,20647,1
46013,8904,0,705,10,77165,1189.63,16.8,0,11184,43687,1
46014,21914,1,-1,7,-1,671.26,10.3,0,9692,24351,1
46015,100000000,0,742,2,24060,403.01,9.9,0,7666,15151,1
46016,100000000,1,702,10,75833,1712.55,23.6,0,16374,40330,1
46017,8272,0,-1,4,-1,692.64,15.6,1,4141,5316,0
46018,100000000,0,741,5,124870,1654.52,27.1,0,47040,94458,1
46019,12690,1,-1,10,-1,702.89,20.9,0,11215,23562,1
46020,15661,0,-1,10,-1,254.92,18.4,0,11660,21877,0
46021,100000000,0,737,10,62226,943.77,32.5,0,15650,61374,1
46022,15239,0,732,4,121908,489.66,9.1,0,311,31087,1
46023,3956,0,-1,8,-1,424.32,10.8,0,4089,9782,1
46024,14819,0,744,4,83972,1357.54,19.1,1,25722,39211,0
46025,14062,0,741,10,59260,651.86,13.4,1,3972,13938,1
46026,25270,0,-1,1,-1,746.81,15.9,0,7095,52947,0
46027,20130,0,734,10,51935,9.95,23.6,0,41,20633,0
46028,5586,0,746,-1,15679,104.66,21.6,1,2861,19733,1
46029,14904,0,711,10,69552,1518.55,15.7,0,5747,7851,1
46030,100000000,0,746,10,132938,1960.84,15.3,0,52600,94776,1
46031,100000000,0,741,6,55251,221.46,9.8,0,7825,9855,1
46032,1692,0,708,1,29097,268.66,10.8,0,10333,12129,1
46033,16524,0,741,10,106229,2036.05,20.9,0,22863,36580,1
46034,16345,1,721,4,38809,915.24,16.5,0,3801,12223,0
46035,15669,1,711,8,68551,1936.57,11.9,0,16811,24084,1
46036,27378,0,735,10,293340,2398.05,28.9,0,29201,50347,1
46037,11439,0,741,10,51065,114.47,13.2,0,4254,17083,1
46038,18053,0,-1,6,-1,594.3,17,0,4642,10746,0
46039,20912,1,-1,5,-1,858.88,16.6,0,23134,30764,1
46040,34129,1,684,4,82884,2327.64,13.1,0,46013,53256,1
46041,10226,0,-1,1,-1,1608.89,18,0,9068,12271,1
46042,100000000,0,724,10,110908,866.93,21.3,0,9223,12827,1
46043,4406,0,715,8,28882,435.65,19.7,0,4231,7489,1
46044,11846,0,-1,3,-1,463.91,15.9,0,7148,10271,1
46045,5968,0,-1,3,-1,530.87,21.5,1,6334,23991,1
46046,9834,0,746,2,39336,655.6,9,0,10536,23623,0
46047,12926,0,-1,8,-1,450.42,11.7,1,9985,66565,1
46048,8009,0,-1,10,-1,362.57,16.8,0,7563,12906,1
46049,10170,0,-1,1,-1,1053.6,20.4,0,18285,47005,1
46050,8269,0,734,1,37407,423.95,14.9,0,5949,8559,1
46051,11385,0,-1,5,-1,936.45,14.3,0,6010,21540,1
46052,4001,0,-1,10,-1,438.84,17.5,1,5720,19325,1
46053,17655,0,725,6,70721,569.89,9.2,0,3700,10510,1
46054,23573,0,746,10,115900,1748.15,26.1,0,19739,25242,1
46055,18034,1,-1,6,-1,1322.85,15,0,13558,77477,1
46056,12206,0,-1,10,-1,681.11,16,0,10127,15138,1
46057,14793,0,740,5,71006,1017.76,12.3,0,13885,39222,1
46058,25066,1,640,9,49245,738.68,18,0,24142,48771,0
46059,100000000,0,732,3,48422,944.24,9,0,10725,28075,1
46060,20823,0,732,-1,58794,828.02,38.6,0,15345,44608,1
46061,12886,0,739,4,49560,1011.85,10,0,13633,24968,1
46062,9965,0,-1,4,-1,1583.39,9.6,0,26186,42578,0
46063,28406,0,738,10,71015,1485.4,11.5,0,12102,39809,0
46064,9267,0,732,1,66196,1081.2,26.2,0,6024,5906,0
46065,15183,0,749,4,68830,1611.76,30.8,0,21385,44552,0
46066,100000000,0,745,10,63383,681.36,16.4,0,8696,18306,1
46067,17749,1,704,10,56879,1177.4,16.3,0,15371,22341,0
46068,16837,0,656,1,84065,1457.13,13.3,1,7792,9876,1
46069,25493,1,-1,2,-1,2673.32,18.5,0,41506,127710,0
46070,7890,0,716,6,24658,445.89,13.8,1,10028,22283,1
46071,100000000,0,748,1,88245,532.41,17.1,0,9858,42128,1
46072,100000000,0,704,-1,28539,392.42,23.6,0,4837,4861,1
46073,16958,0,700,6,39784,981.34,10,0,5362,9749,0
46074,14302,0,-1,-1,-1,170.86,13,0,9780,14819,1
46075,12114,0,714,2,65618,1312.35,10.7,0,19964,24228,0
46076,6868,0,-1,4,-1,481.94,10.4,0,3458,9605,1
46077,24400,0,-1,10,-1,2.21,28.3,0,72,72224,1
46078,100000000,1,733,5,96767,770.1,21.6,1,2480,24317,1
46079,11151,0,750,2,63583,1488.9,9,0,4814,6946,1
46080,8061,0,702,1,62049,698.05,7.6,0,2666,8229,0
46081,12726,0,-1,10,-1,561.79,15.6,2,5982,16618,1
46082,11416,0,740,8,54362,774.66,15.2,0,11473,19954,1
46083,7838,0,697,7,53889,687.08,16.4,0,907,1275,1
46084,3473,0,692,1,69468,2055.09,17.9,0,19249,23219,1
46085,15717,0,686,4,39942,748.92,9.6,0,6154,7879,1
46086,17878,1,712,1,98327,1294.64,13.2,0,16960,30613,1
46087,11862,0,728,4,34598,484.37,19,1,11679,38293,1
46088,20838,1,727,7,46759,642.94,26.7,0,24700,47962,0
46089,3958,0,738,10,60353,603.53,14.8,0,4317,4749,1
46090,6181,0,748,10,38057,854.38,22.1,0,12718,42967,0
46091,31403,1,715,10,70231,1498.26,20.6,0,21222,46950,1
46092,15317,0,743,6,83546,1072.18,10.2,0,27273,39873,0
46093,6577,0,741,9,58280,640.59,23.7,0,5452,6980,1
46094,3360,0,-1,10,-1,600.8,13.6,0,10534,32314,1
46095,33261,0,709,10,74633,2114.59,22.8,0,28529,52154,0
46096,11858,0,740,10,59292,563.27,14.9,0,16983,21745,0
46097,13895,0,738,3,40279,865.99,13.4,0,4723,7146,1
46098,16024,1,686,2,48072,801.2,14,0,13017,18517,0
46099,9584,0,746,2,84856,820.27,10.8,1,3299,10783,1
46100,11813,0,737,4,118128,960.77,18,0,24155,28929,1
46101,24720,1,704,6,54384,276,14,0,4019,4745,1
46102,30543,0,745,10,74321,668.89,25.8,0,16285,37783,1
46103,9700,0,-1,7,-1,1055.62,10.7,0,11972,18504,1
46104,20644,1,662,3,118956,3410.07,23.4,0,11915,12284,0
46105,17086,1,-1,5,-1,478.16,10.5,0,13037,19516,0
46106,35018,1,695,10,84042,231.82,17.5,2,8141,18888,1
46107,17621,1,668,6,98676,801.74,14.9,0,38293,42691,1
46108,6118,0,-1,10,-1,850.6,22.7,1,6809,18551,0
46109,20300,0,745,5,73080,1177.2,17.6,0,18797,88664,1
46110,11857,0,704,1,54346,656.67,32.8,0,2538,2569,0
46111,8250,0,748,10,119828,1218.25,23.3,0,10279,34035,1
46112,16728,0,-1,1,-1,1417.56,19.9,0,18395,27171,1
46113,14532,0,749,1,109750,1326.14,31.4,0,19777,40862,1
46114,14867,0,-1,10,-1,1024.97,35.4,0,26514,55122,1
46115,8105,0,735,10,65852,713.39,24.4,1,2924,4153,1
46116,11906,1,-1,10,-1,380.34,31.4,0,12169,57133,0
46117,14831,1,-1,10,-1,1311.18,14.8,0,32170,32429,1
46118,9812,0,726,5,34833,554.42,15.9,0,11671,14427,1
46119,7364,0,697,6,53186,833.24,13.5,0,2191,3580,1
46120,100000000,0,746,10,75484,1289.51,16.2,0,15276,25292,1
46121,20320,1,-1,10,-1,1116.25,24.1,0,6435,15142,0
46122,9201,0,734,7,37825,775.41,15.5,0,4274,17590,1
46123,25026,1,710,10,70924,1057.95,30.8,1,22585,29068,0
46124,19746,0,-1,3,-1,1064.31,17.8,0,23118,40415,0
46125,23016,0,736,-1,50537,830.49,28.5,0,13245,34493,0
46126,20234,0,749,10,151755,1029.4,19,0,5573,15700,1
46127,11923,0,-1,1,-1,771.45,19.8,0,13776,16882,1
46128,26513,1,-1,10,-1,2052.08,15.3,0,9293,29787,1
46129,15155,0,702,10,52801,1152.81,15.8,0,20513,29430,0
46130,6127,0,740,1,61266,1184.48,23.3,0,11366,21127,1
46131,100000000,0,732,2,19164,81.93,10.7,0,2579,7984,1
46132,2981,0,718,10,105343,2633.57,25.5,0,61548,62997,0
46133,100000000,0,724,7,64984,823.13,22.6,1,6460,8085,1
46134,6840,0,745,4,117264,2357.01,27.4,0,58434,90036,1
46135,19838,0,744,10,53281,428.91,19.9,0,17845,31473,1
46136,12106,0,738,2,94827,979.88,22.6,0,15507,38671,1
46137,20138,1,722,10,70483,1339.18,13.7,0,20201,38479,0
46138,10249,0,740,1,40996,659.35,15.7,0,9354,40671,1
46139,100000000,0,699,-1,38911,346.96,16.4,0,8248,19363,1
46140,24081,0,-1,5,-1,227.42,12.9,0,12520,15381,0
46141,15216,1,722,9,49706,807.72,23,1,8736,12066,1
46142,5099,0,711,10,76247,2223.87,24.1,0,84564,97536,1
46143,100000000,0,712,2,52801,308.88,8.2,0,4954,12386,1
46144,5858,0,738,3,19526,131.8,11,0,3770,7511,1
46145,29790,1,718,3,103272,1437.2,15,0,19453,37338,1
46146,5721,0,680,10,39800,998.31,16.6,0,16293,17115,1
46147,11706,1,684,10,162909,1472.97,21.4,0,1105,6426,1
46148,12629,1,646,6,46810,255.5,20.4,1,5922,14135,1
46149,10231,0,704,1,30693,475.74,20.3,0,9302,13599,1
46150,100000000,1,722,1,50331,1115.66,10.5,0,15850,25984,1
46151,6040,0,740,10,78515,490.06,27,0,5247,9158,1
46152,22506,0,725,7,51150,1001.69,18.5,0,21531,30980,1
46153,17926,0,-1,4,-1,1860.67,16.1,0,29746,62359,1
46154,5084,0,729,6,43718,1133.03,7.2,0,4451,6604,0
46155,9671,0,-1,2,-1,191.41,7.4,0,10502,57389,1
46156,18085,1,-1,6,-1,334.57,19.4,1,14459,24301,1
46157,6940,0,669,-1,17286,249.2,24.8,4,3596,16806,0
46158,17818,0,-1,10,-1,705.63,25.5,0,37103,53386,0
46159,14735,0,741,9,130533,776.67,17.5,0,11398,13650,1
46160,19502,1,640,9,53631,665.92,15,0,14279,19641,1
46161,16309,1,687,10,68293,1616.27,14.8,0,20016,32706,1
46162,15934,0,-1,10,-1,1628.59,17.1,0,17580,17994,1
46163,8059,0,-1,2,-1,442,18.5,0,1104,10931,1
46164,29484,0,-1,10,-1,1879.61,26.5,0,23337,29098,0
46165,20094,1,721,3,50235,548.4,14.4,0,21176,29370,1
46166,3231,0,-1,2,-1,575.33,13,0,13946,17325,0
46167,21558,1,705,10,143065,1204.13,18.5,0,42885,51856,1
46168,100000000,0,734,2,38323,314.57,12,0,9565,13102,1
46169,14903,1,721,9,35766,228.6,12.2,0,9961,15988,1
46170,8390,0,717,10,74921,1055.14,15.8,0,1451,3061,1
46171,20356,1,627,10,76335,476.46,18.4,0,5624,7736,1
46172,23544,1,714,9,125568,1705.64,13.8,0,33561,62498,1
46173,9768,1,739,9,46886,406.35,15.6,0,897,7117,0
46174,9830,0,-1,7,-1,285.07,11.2,0,11346,19766,1
46175,27311,0,-1,6,-1,1112.65,18,0,26273,29855,1
46176,24502,1,722,10,204180,2552.25,23.4,0,36325,85470,1
46177,5123,0,746,2,28686,30.84,10.3,0,1731,7979,1
46178,14475,0,745,7,61488,1050.42,31.1,0,22199,40362,1
46179,8459,0,737,10,79553,729.24,35.8,0,4799,15482,1
46180,35130,0,-1,10,-1,5023.52,27.4,0,154,11813,1
46181,100000000,0,745,6,85050,878.85,11.8,0,19011,24374,1
46182,4974,0,747,1,36808,677.88,15.5,0,1947,18541,1
46183,7838,0,734,6,38186,521.87,12,0,25733,39049,1
46184,12622,1,737,1,57194,1100.98,10.4,0,6148,13425,1
46185,30579,1,-1,8,-1,414.73,21.5,0,17006,29371,0
46186,12113,0,728,10,38760,962.54,19.5,0,23756,34884,0
46187,18092,1,-1,6,-1,372.07,15.9,0,8552,49151,1
46188,14718,0,696,10,49060,401.48,15.7,11,8537,22467,1
46189,100000000,0,718,10,60667,955.51,13.3,2,1657,4602,1
46190,100000000,0,733,10,140266,1437.73,30,0,6005,24313,1
46191,5956,0,-1,8,-1,141.94,9.9,0,4080,11622,1
46192,12693,0,724,1,51667,151.99,14.4,0,4414,9830,1
46193,15936,0,-1,2,-1,809.42,14.1,0,13875,21816,1
46194,5414,0,681,10,41530,1124.76,27.9,0,8004,9395,1
46195,21606,0,751,10,225883,1193.42,18.7,0,7253,27577,1
46196,100000000,0,739,4,25568,313.21,14.7,0,7313,11890,1
46197,14726,0,-1,-1,-1,1835.78,44.1,0,6479,44684,1
46198,7638,0,727,10,81472,1188.14,19,0,9956,15879,1
46199,29346,1,733,10,141839,678.46,31,0,28023,45940,1
46200,4981,0,721,5,56927,1195.47,13.4,0,22774,47053,0
46201,27600,0,-1,10,-1,1715.12,15.6,0,31060,41414,0
46202,6005,0,734,-1,70056,1646.32,6.6,1,3431,6807,1
46203,14774,0,744,3,40381,308.58,10,0,10547,35513,0
46204,6352,0,742,7,77415,870.92,24.5,0,6001,25644,1
46205,8110,1,745,2,28386,468.38,15.4,0,9474,50663,1
46206,100000000,0,745,10,44196,784.48,12.7,1,3576,5787,1
46207,20450,1,702,5,102250,298.23,14.3,0,7836,24038,0
46208,7873,1,611,2,76760,493.82,9.4,0,822,4236,1
46209,30341,0,745,5,205234,2719.35,21.8,0,58092,98796,1
46210,20274,0,693,5,111507,846.52,16.8,0,20104,20286,1
46211,34633,0,-1,10,-1,537.05,16.8,4,7625,9701,0
46212,100000000,1,699,4,99762,1114.01,22.6,0,39281,49786,1
46213,2564,0,732,10,45802,702.3,25.9,0,27751,35533,1
46214,20042,0,739,6,115242,1392.5,18.3,0,6963,25692,1
46215,17547,1,674,6,50135,994.35,10.5,1,6030,19023,0
46216,6867,0,711,10,64342,847.16,19,0,7117,8060,1
46217,5743,0,739,3,19552,402.45,19.8,0,13641,22585,1
46218,35777,1,680,5,149241,2462.48,25,0,40625,71147,1
46219,35249,1,662,7,201420,2484.18,24.6,0,116436,127531,1
46220,14720,0,714,5,104999,1006.24,16.8,0,15999,37294,1
46221,13157,1,-1,8,-1,404.59,12,0,1198,12228,0
46222,27505,0,666,3,76193,1244.48,10,0,12424,16348,1
46223,100000000,0,729,4,52088,214.43,17.3,1,4029,5408,1
46224,21206,0,740,10,176715,2739.08,23.7,0,117749,139513,1
46225,24975,0,-1,1,-1,1203.08,25.6,0,39271,87075,1
46226,19534,1,717,10,72276,1632.23,24.3,0,31806,37419,1
46227,11897,0,-1,7,-1,1844.83,22.4,0,92546,97111,1
46228,4409,0,724,3,24495,129.41,6.7,0,4702,7050,0
46229,35357,0,-1,6,-1,1523.71,19.1,0,19194,20204,1
46230,12986,1,649,1,56077,929.94,10.9,0,9448,10138,1
